Year,State,Primary Mode,Etiology,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
2012,Michigan,Food,Clostridium perfringens,108,0,108,0,108
2012,Illinois,Food,Salmonella enterica,8,2,8,0,8
2012,California,Food,Salmonella enterica,15,2,2,0,2
2012,Arizona,Food,Norovirus Genogroup II,189,0,189,0,189
2012,Texas,Food,,13,,,0,
2012,Colorado,Food,Norovirus unknown,33,0,33,0,33
2012,New York,Food,,10,0,10,0,10
2012,New York,Food,Norovirus Genogroup II,9,0,9,0,9
2012,Missouri,Food,,24,0,24,0,24
2011,California,Food,,4,0,3,0,3
2012,California,Food,,9,0,9,0,9
2012,Ohio,Food,Norovirus Genogroup II,14,1,14,0,14
2012,Iowa,Food,Salmonella enterica,17,5,17,0,17
2012,Georgia,Food,Salmonella enterica,20,2,20,0,20
2012,Wyoming,Food,Norovirus Genogroup I,18,1,18,0,18
2012,Oregon,Food,Norovirus,14,0,14,0,14
2012,Oregon,Food,Clostridium botulinum,3,3,3,1,3
2012,Iowa,Food,Campylobacter unknown,5,0,5,0,5
2011,Multistate,Food,Listeria monocytogenes,147,143,144,33,144
2012,Alaska,Food,Salmonella enterica,2,0,2,0,2
2012,Arizona,Food,Norovirus Genogroup II,56,0,27,0,27
2012,Rhode Island,Food,,5,0,5,0,5
2012,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",6,2,5,0,5
2012,Louisiana,Food,"Escherichia coli, Shiga toxin-producing",5,3,5,1,5
2012,South Carolina,Food,Salmonella enterica,19,2,14,0,19
2012,Connecticut,Food,Salmonella enterica; Salmonella enterica,3,0,3,0,3
2012,Minnesota,Food,Norovirus Genogroup I,8,0,8,0,8
2012,Ohio,Food,,10,0,7,0,7
2012,Kansas,Food,Salmonella enterica,14,2,14,0,14
2012,Florida,Food,,2,0,2,0,2
2012,Washington,Food,Histamine,2,0,2,0,2
2012,Washington,Food,Other - Chemical/Toxin,3,0,3,0,3
2012,North Carolina,Food,Salmonella enterica,89,8,89,0,89
2012,Michigan,Food,,3,0,3,0,3
2012,North Carolina,Food,Norovirus,131,0,131,0,131
2012,North Carolina,Food,,9,0,9,0,9
2012,North Carolina,Food,Salmonella enterica,12,0,12,0,12
2012,North Carolina,Food,Salmonella enterica,33,0,33,0,33
2012,North Carolina,Food,Norovirus,81,3,81,1,81
2011,Maryland,Food,Norovirus Genogroup II; Norovirus Genogroup II; Norovirus Genogroup II,72,0,72,0,72
2011,North Carolina,Food,Salmonella enterica,8,0,8,0,8
2012,New York,Food,Scombroid toxin,2,0,2,0,2
2012,New York,Food,Norovirus Genogroup II,19,0,19,0,19
2012,New York,Food,,3,0,3,0,3
2012,New York,Food,Scombroid toxin,2,0,2,0,2
2012,Arizona,Food,Norovirus Genogroup II,8,0,8,0,8
2012,Rhode Island,Food,,2,0,2,0,2
2012,Ohio,Food,Norovirus Genogroup I,15,0,15,0,15
2012,Georgia,Food,,7,0,7,0,7
2011,Puerto Rico,Food,,3,0,0,0,0
2012,Ohio,Food,Campylobacter jejuni; Campylobacter unknown,21,1,21,0,21
2012,Vermont,Food,Salmonella enterica,11,3,11,0,11
2012,New York,Food,,4,0,4,0,4
2011,Maryland,Food,,9,0,9,0,9
2012,Minnesota,Food,Salmonella enterica,11,4,11,0,11
2012,Nevada,Food,Norovirus Genogroup II,54,0,54,0,54
2012,Ohio,Food,"Escherichia coli, Shiga toxin-producing",77,14,68,1,68
2012,Arizona,Food,,2,0,2,0,2
2012,Arizona,Food,,2,0,2,0,2
2012,Georgia,Food,Norovirus Genogroup II,5,0,5,0,5
2012,Georgia,Food,,3,0,3,0,3
2012,Michigan,Food,,6,0,6,0,6
2012,Michigan,Food,,3,0,3,0,3
2012,Arizona,Food,Norovirus Genogroup II,4,0,4,0,4
2011,California,Food,Campylobacter jejuni,26,4,25,0,25
2012,Washington,Food,Clostridium perfringens,237,0,104,0,237
2012,Iowa,Food,Salmonella enterica,4,1,4,0,4
2012,Hawaii,Food,Salmonella enterica,42,3,42,0,42
2012,Michigan,Food,,8,0,8,0,8
2011,Maryland,Food,Norovirus Genogroup II,93,0,93,0,93
2011,Maryland,Food,,6,0,6,0,6
2012,Pennsylvania,Food,Salmonella enterica,2,0,2,0,2
2012,Arizona,Food,,3,0,3,0,3
2011,Maryland,Food,,10,0,10,0,10
2012,California,Food,Salmonella enterica,7,1,7,0,7
2012,Ohio,Food,Norovirus Genogroup I,3,0,3,0,3
2012,Ohio,Food,Campylobacter unknown,24,1,24,0,24
2012,Minnesota,Food,Salmonella enterica,2,0,2,0,2
2012,Arizona,Food,Norovirus Genogroup II; Other - Bacterium,2,0,2,0,2
2012,Utah,Food,Norovirus,35,0,25,0,25
2012,California,Food,,2,0,2,0,2
2012,California,Food,Campylobacter unknown,6,0,6,0,6
2012,Alaska,Food,,24,0,24,0,24
2012,Michigan,Food,Norovirus Genogroup II,244,0,197,0,197
2012,Maine,Food,Salmonella enterica,14,0,14,0,14
2012,Minnesota,Food,Norovirus Genogroup I,9,0,9,0,9
2011,Multistate,Food,Salmonella enterica,20,3,14,0,14
2012,Arizona,Food,,2,0,2,0,2
2012,Arizona,Food,,5,0,3,0,3
2012,Pennsylvania,Food,Norovirus,9,0,9,0,9
2012,Pennsylvania,Food,Campylobacter jejuni,3,0,3,0,3
2012,Arizona,Food,Norovirus Genogroup I,7,0,0,0,0
2012,Rhode Island,Food,,10,0,10,0,10
2011,Multistate,Food,"Escherichia coli, Shiga toxin-producing",14,3,14,0,14
2012,Ohio,Food,Campylobacter unknown; Campylobacter jejuni,51,2,51,0,51
2012,Arizona,Food,,6,0,6,0,6
2012,Arizona,Food,Norovirus Genogroup I,2,0,2,0,2
2012,Virginia,Food,Histamine,7,0,7,0,7
2012,Wisconsin,Food,Clostridium perfringens,7,0,7,0,7
2011,Multistate,Food,Salmonella enterica,106,10,104,0,104
2012,Arizona,Food,Norovirus Genogroup II,11,0,2,0,2
2012,Arizona,Food,Norovirus Genogroup I,3,0,2,0,2
2012,Florida,Food,Vibrio parahaemolyticus,3,1,3,0,3
2012,Florida,Food,Scombroid toxin,3,0,3,0,3
2012,Arizona,Food,,3,0,2,0,2
2012,Arizona,Food,Norovirus Genogroup II,4,0,4,0,4
2012,Pennsylvania,Food,Salmonella enterica,102,36,71,0,71
2012,California,Food,Campylobacter jejuni,12,0,12,0,12
2012,California,Food,Vibrio parahaemolyticus,5,0,2,0,2
2012,Washington,Food,Salmonella enterica,14,,,,
2012,California,Food,"Escherichia coli, Shiga toxin-producing",12,1,12,0,12
2012,Tennessee,Food,,3,0,3,0,3
2012,Tennessee,Food,Salmonella enterica,16,5,16,0,16
2012,Tennessee,Food,Campylobacter unknown,15,0,15,0,15
2012,Tennessee,Food,Salmonella enterica,12,1,8,0,8
2012,Tennessee,Food,Salmonella enterica,27,1,27,0,27
2012,Ohio,Food,Norovirus,22,0,22,0,22
2012,Illinois,Food,Salmonella enterica,2,1,2,0,2
2012,Minnesota,Food,Campylobacter jejuni,8,0,8,0,8
2012,Illinois,Food,Salmonella enterica,10,0,10,0,10
2012,Minnesota,Food,Norovirus Genogroup II,10,0,10,0,10
2012,Ohio,Food,Norovirus,10,0,0,0,10
2012,Florida,Food,,6,0,6,0,6
2012,Arizona,Food,Clostridium perfringens,66,1,66,0,66
2012,Ohio,Food,Norovirus,2,0,2,0,2
2012,Connecticut,Food,Norovirus Genogroup II,5,0,5,0,5
2012,Louisiana,Food,"Escherichia coli, Shiga toxin-producing",3,2,3,0,3
2012,Ohio,Food,Campylobacter unknown,4,0,2,0,4
2012,Washington,Food,Norovirus,8,0,8,0,8
2012,Minnesota,Food,Salmonella enterica,5,1,5,0,5
2012,Massachusetts,Food,Vibrio parahaemolyticus,2,2,2,0,2
2012,Massachusetts,Food,Salmonella enterica,23,4,11,0,11
2012,Michigan,Food,,18,0,18,0,18
2012,North Dakota,Food,,66,0,66,0,66
2012,Iowa,Food,Campylobacter jejuni,3,1,3,0,3
2012,Hawaii,Food,Salmonella enterica,63,5,63,,
2012,Florida,Food,Clostridium perfringens,11,0,11,0,11
2012,Massachusetts,Food,Salmonella enterica,18,7,12,0,18
2012,Minnesota,Food,Norovirus Genogroup II,8,0,8,0,8
2012,Minnesota,Food,Salmonella enterica,24,2,6,0,24
2012,California,Food,Campylobacter jejuni,11,0,11,0,11
2012,Tennessee,Food,,48,0,48,0,48
2012,Oregon,Food,Norovirus Genogroup II,7,,7,,7
2012,Oregon,Food,Norovirus Genogroup II,27,1,27,0,27
2012,Oregon,Food,Norovirus Genogroup II,18,0,,,
2012,Illinois,Food,Norovirus Genogroup I,4,0,4,0,4
2012,South Dakota,Food,Clostridium perfringens,32,0,32,0,32
2012,Wisconsin,Food,Norovirus Genogroup II,11,0,11,0,11
2012,Massachusetts,Food,Salmonella enterica,9,1,8,0,8
2012,New York,Food,Norovirus Genogroup II,22,0,22,0,22
2012,Illinois,Food,Norovirus Genogroup II,16,0,16,0,16
2011,Multistate,Food,Salmonella enterica,190,30,154,0,154
2012,Colorado,Food,,22,0,22,0,22
2012,Colorado,Food,Clostridium perfringens,37,0,37,0,37
2012,Colorado,Food,Norovirus unknown,15,0,0,0,0
2012,Colorado,Food,Salmonella enterica,5,0,4,0,4
2012,Arizona,Food,,3,,0,,0
2011,Multistate,Food,"Escherichia coli, Shiga toxin-producing",60,35,52,0,52
2012,Maryland,Food,Vibrio parahaemolyticus,6,0,6,0,6
2011,Multistate,Food,Salmonella enterica,20,8,8,0,20
2012,Ohio,Food,Campylobacter jejuni,2,0,2,0,2
2012,Ohio,Food,Campylobacter unknown,4,0,4,0,4
2012,Arizona,Food,Norovirus Genogroup II,2,0,0,0,0
2012,Massachusetts,Food,Listeria monocytogenes,3,3,3,0,3
2012,Michigan,Food,,4,0,4,0,4
2012,Illinois,Food,,2,1,2,0,2
2012,Massachusetts,Food,,84,0,84,0,84
2012,Iowa,Food,Salmonella enterica,6,1,6,0,6
2012,Texas,Food,,10,,,,
2012,Ohio,Food,Norovirus Genogroup II,4,0,4,0,4
2012,Ohio,Food,Norovirus Genogroup II,37,2,10,0,10
2012,Tennessee,Food,Clostridium perfringens,13,0,13,0,13
2012,Arizona,Food,,5,0,5,0,5
2011,New York,Food,Salmonella enterica,10,3,10,0,10
2012,Minnesota,Food,Scombroid toxin,2,0,2,0,2
2011,California,Food,"Escherichia coli, Shiga toxin-producing",5,3,5,0,5
2012,California,Food,Scombroid toxin,3,0,3,0,3
2012,California,Food,Scombroid toxin,5,0,5,0,5
2012,Minnesota,Food,Norovirus,13,0,13,0,13
2012,California,Food,,7,0,7,0,7
2012,Wisconsin,Food,Norovirus Genogroup I,6,0,6,0,6
2012,Colorado,Food,,2,0,2,0,2
2012,Colorado,Food,,2,0,2,0,2
2012,Utah,Food,Campylobacter jejuni,7,0,4,0,7
2012,Ohio,Food,Norovirus,11,0,11,0,11
2012,Minnesota,Food,Norovirus Genogroup II,14,1,14,0,14
2012,Illinois,Food,Norovirus Genogroup II,22,0,0,0,0
2012,Illinois,Food,Salmonella enterica,17,1,17,0,17
2012,Illinois,Food,Norovirus Genogroup II; Norovirus Genogroup II,45,0,45,0,45
2012,Oregon,Food,Norovirus Genogroup II,25,0,25,0,25
2012,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",3,0,0,0,0
2012,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",9,7,9,0,9
2012,New York,Food,Salmonella enterica,6,2,5,0,5
2012,Maine,Food,Salmonella enterica,2,1,2,0,2
2012,Alaska,Food,Trichinella unknown,3,1,3,0,3
2012,Florida,Food,,123,0,123,0,123
2011,Multistate,Food,"Escherichia coli, Shiga toxin-producing",26,5,17,0,26
2012,Alaska,Food,Vibrio parahaemolyticus,2,0,2,0,2
2012,Nevada,Food,Salmonella enterica,18,0,18,0,18
2012,South Carolina,Food,Staphylococcus aureus,20,0,20,0,20
2012,Michigan,Food,,2,0,2,0,2
2012,Minnesota,Food,Salmonella enterica,2,0,2,0,2
2012,Georgia,Food,,19,7,19,0,19
2011,Multistate,Food,Salmonella enterica,25,4,25,0,25
2012,Ohio,Food,,7,0,3,0,3
2012,Kansas,Food,Salmonella enterica,13,0,13,0,13
2012,Ohio,Food,Yersinia enterocolitica,4,0,4,0,4
2012,Utah,Food,Campylobacter jejuni,2,0,1,0,1
2012,Utah,Food,Campylobacter jejuni,8,0,3,0,3
2012,Hawaii,Food,Salmonella unknown,16,7,16,0,16
2012,Florida,Food,Norovirus,5,0,5,0,5
2012,Puerto Rico,Food,Histamine,5,0,5,0,5
2012,Oklahoma,Food,,10,0,10,0,10
2012,Oklahoma,Food,Salmonella enterica,10,2,10,0,10
2011,Multistate,Food,Salmonella enterica,27,3,27,0,27
2011,Multistate,Food,Salmonella enterica,53,2,53,0,53
2011,Multistate,Food,Salmonella enterica,181,50,125,1,181
2012,California,Food,Norovirus Genogroup II,6,0,6,0,6
2012,Arkansas,Food,,5,0,5,0,5
2012,Illinois,Food,Salmonella enterica,17,1,17,0,17
2012,Illinois,Food,Norovirus Genogroup II; Norovirus Genogroup II,23,1,23,0,23
2012,New Jersey,Food,Norovirus,7,0,0,0,7
2012,Oregon,Food,Norovirus Genogroup I,7,,7,,7
2012,Puerto Rico,Food,,11,0,11,0,11
2012,Texas,Food,,36,2,36,0,36
2012,Indiana,Food,,21,0,,0,
2012,Minnesota,Food,Norovirus,2,0,2,0,2
2012,Colorado,Food,Staphylococcus aureus,60,2,60,0,60
2012,Minnesota,Food,Norovirus,4,1,4,0,4
2012,Kansas,Food,Salmonella enterica,16,0,16,0,16
2012,Kansas,Food,,8,0,8,0,8
2012,North Dakota,Food,,3,0,3,0,3
2012,North Dakota,Food,,10,0,10,0,10
2012,California,Food,Other - Chemical/Toxin,6,0,6,0,6
2012,Washington,Food,Paralytic shellfish poison,7,4,7,0,7
2012,California,Food,,2,0,2,0,2
2012,Nebraska,Food,,52,,,,
2011,New Jersey,Food,Listeria monocytogenes,2,2,2,0,2
2012,Nebraska,Food,,21,5,21,,
2012,Pennsylvania,Food,,12,0,4,0,4
2012,California,Food,Vibrio parahaemolyticus,2,0,2,0,2
2012,Ohio,Food,Norovirus,2,0,2,0,2
2012,Illinois,Food,,11,0,9,0,9
2012,Virginia,Food,Salmonella enterica,25,3,25,0,25
2012,Illinois,Food,Norovirus Genogroup II,2,0,2,0,2
2012,Ohio,Food,Norovirus Genogroup II,14,1,14,0,14
2012,Connecticut,Food,Norovirus Genogroup II,6,0,6,0,6
2012,New York,Food,Shigella sonnei,11,2,11,0,11
2012,Texas,Food,,4,0,4,0,4
2012,California,Food,Norovirus unknown,180,0,0,0,143
2012,Minnesota,Food,Norovirus,19,0,19,0,19
2012,Kentucky,Food,Campylobacter jejuni,3,1,3,0,3
2012,Puerto Rico,Food,Ciguatoxin,2,0,2,0,2
2012,Maryland,Food,Salmonella enterica,9,2,9,0,9
2012,Louisiana,Food,Norovirus,27,0,27,0,27
2012,Oregon,Food,Campylobacter jejuni,9,0,9,0,9
2012,Oregon,Food,"Escherichia coli, Shiga toxin-producing",4,1,4,0,4
2012,Oregon,Food,Norovirus Genogroup I,52,,52,,52
2012,Oregon,Food,Norovirus Genogroup II,7,0,7,0,7
2012,Illinois,Food,Norovirus Genogroup II; Norovirus Genogroup II,53,0,53,0,53
2012,Maryland,Food,"Escherichia coli, Shiga toxin-producing",7,2,7,0,7
2012,Texas,Food,,2,0,2,0,2
2012,Michigan,Food,,3,0,3,0,3
2012,Alabama,Food,,22,0,22,0,22
2012,Alabama,Food,Salmonella enterica,35,7,35,0,35
2012,Illinois,Food,Norovirus Genogroup II,12,1,12,0,12
2012,Illinois,Food,Norovirus Genogroup II,15,0,15,0,15
2012,Ohio,Food,Norovirus Genogroup II,47,0,47,0,47
2012,California,Food,,5,0,0,0,0
2012,Arizona,Food,,12,0,0,0,0
2012,Minnesota,Food,Norovirus Genogroup II,24,0,24,0,24
2012,Ohio,Food,Norovirus Genogroup I,5,0,5,0,5
2012,Ohio,Food,,3,2,3,0,3
2011,California,Food,,24,0,5,0,5
2012,Minnesota,Food,Campylobacter jejuni,9,1,9,0,9
2012,Minnesota,Food,,12,0,12,0,12
2012,Minnesota,Food,,22,0,22,0,22
2012,Ohio,Food,,7,1,4,0,4
2012,Montana,Food,,18,0,13,0,13
2012,Wisconsin,Food,Clostridium perfringens,22,2,22,0,22
2012,Texas,Food,Norovirus,91,0,91,0,91
2012,Ohio,Food,Salmonella enterica,2,1,2,0,0
2012,Florida,Food,,4,0,4,0,4
2012,Ohio,Food,Norovirus Genogroup II,2,0,0,0,0
2012,Montana,Food,,39,0,39,0,39
2012,Washington,Food,Vibrio parahaemolyticus,7,0,7,0,7
2012,California,Food,Clostridium botulinum,2,2,2,0,2
2012,Ohio,Food,Norovirus Genogroup II,20,0,0,0,0
2012,Washington,Food,Norovirus,8,0,8,0,8
2012,Washington,Food,Vibrio parahaemolyticus,5,0,5,0,5
2012,Massachusetts,Food,Listeria monocytogenes,3,3,3,0,3
2011,Multistate,Food,Salmonella enterica,209,52,138,0,104
2012,Ohio,Food,Norovirus Genogroup II,28,0,18,0,28
2011,Multistate,Food,Salmonella enterica,70,21,64,0,64
2012,Kentucky,Food,Norovirus Genogroup I,37,0,37,0,37
2011,Multistate,Food,Listeria monocytogenes,15,1,15,1,15
2012,Minnesota,Food,Norovirus Genogroup II,50,0,50,0,50
2012,Ohio,Food,Histamine,2,0,2,0,2
2012,Georgia,Food,,4,0,4,0,4
2012,Oregon,Food,Sapovirus,8,0,,,
2012,Florida,Food,Salmonella enterica,2,1,2,0,2
2012,Illinois,Food,Salmonella enterica; Salmonella enterica,29,3,29,0,29
2012,Ohio,Food,Clostridium perfringens,9,0,9,0,9
2012,Maryland,Food,Norovirus Genogroup II,43,0,43,0,43
2012,Kentucky,Food,Other,10,,0,,0
2012,Florida,Food,,25,0,25,0,25
2012,Hawaii,Food,Salmonella enterica,16,0,16,0,16
2012,California,Food,Other - Bacterium,5,0,5,0,5
2012,Puerto Rico,Food,,21,0,21,0,21
2012,Colorado,Food,,3,0,3,0,3
2012,Minnesota,Food,Salmonella enterica,4,0,4,0,4
2012,Alaska,Food,,16,0,16,0,16
2012,California,Food,Salmonella enterica,13,0,13,0,13
2012,California,Food,Norovirus unknown,14,0,14,0,14
2012,Illinois,Food,Salmonella enterica,16,3,16,0,16
2012,South Carolina,Food,Salmonella enterica,33,1,3,0,33
2012,Michigan,Food,"Escherichia coli, Shiga toxin-producing",90,10,90,0,90
2012,Florida,Food,,117,0,117,0,117
2012,Illinois,Food,Norovirus,22,0,22,0,22
2012,Ohio,Food,Astrovirus,22,0,22,0,22
2012,Illinois,Food,Clostridium perfringens,20,0,20,0,20
2012,Michigan,Food,,6,0,6,0,6
2012,New York,Food,Staphylococcus aureus; Bacillus cereus,8,0,8,0,8
2012,Michigan,Food,Clostridium botulinum,2,2,2,0,2
2012,Florida,Food,Norovirus unknown,4,0,4,0,4
2012,Maryland,Food,,3,0,3,0,3
2012,Maryland,Food,,10,0,10,0,10
2012,Florida,Food,,2,0,2,0,2
2012,Kentucky,Food,Other,7,0,0,0,0
2012,Connecticut,Food,Norovirus,13,1,13,0,13
2012,Connecticut,Food,Norovirus Genogroup II,3,0,3,0,3
2012,Tennessee,Food,Salmonella enterica,27,7,27,0,27
2012,Rhode Island,Food,,2,0,2,0,2
2012,Georgia,Food,Norovirus Genogroup II,3,0,3,0,3
2012,Ohio,Food,Norovirus,2,0,2,0,2
2012,Illinois,Food,Norovirus Genogroup II,25,0,25,0,25
2012,Minnesota,Food,Norovirus Genogroup II,38,0,38,0,38
2012,Missouri,Food,,20,0,20,0,20
2012,Washington,Food,Vibrio parahaemolyticus,2,0,2,0,2
2012,Michigan,Food,,8,0,8,0,8
2012,Michigan,Food,,23,0,23,0,23
2012,Virginia,Food,Norovirus,29,0,13,0,13
2012,New York,Food,Norovirus Genogroup II,11,0,11,0,11
2012,New York,Food,Other - Chemical/Toxin,2,2,2,1,2
2012,New York,Food,Listeria monocytogenes,7,7,7,0,7
2012,Connecticut,Food,Norovirus Genogroup II,66,0,66,0,66
2012,Pennsylvania,Food,,12,0,12,0,12
2012,Florida,Food,Norovirus Genogroup I; Norovirus Genogroup II,21,0,21,0,21
2012,Colorado,Food,,20,0,20,0,20
2012,California,Food,,4,0,4,0,4
2012,Wisconsin,Food,Norovirus Genogroup I,6,0,6,0,6
2012,Washington,Food,Norovirus,5,0,5,0,5
2012,New Hampshire,Food,,7,0,7,0,7
2012,Wisconsin,Food,,18,0,18,0,18
2012,Washington,Food,Other,2,0,2,0,2
2012,Washington,Food,Salmonella enterica,121,9,121,0,121
2012,Oregon,Food,Norovirus Genogroup II,125,0,,,
2012,Oregon,Food,Clostridium perfringens,3,,3,,3
2012,Oregon,Food,Norovirus,8,0,8,0,8
2012,Ohio,Food,Norovirus Genogroup II,26,0,0,0,0
2012,Ohio,Food,Norovirus Genogroup II,49,0,0,0,0
2012,Minnesota,Food,Norovirus Genogroup I,4,0,4,0,4
2012,Minnesota,Food,Salmonella enterica,2,0,2,0,2
2012,Florida,Food,,4,0,4,0,4
2012,Washington,Food,Norovirus,4,0,4,0,4
2012,Oregon,Food,Norovirus Genogroup II,6,,6,,6
2012,Connecticut,Food,Norovirus Genogroup II,8,0,8,0,8
2012,Florida,Food,Norovirus unknown,13,0,13,0,13
2012,Oklahoma,Food,,12,0,12,0,12
2012,Oklahoma,Food,Norovirus Genogroup II,22,0,18,0,18
2012,Tennessee,Food,Norovirus Genogroup II,11,0,11,0,11
2012,Tennessee,Food,Norovirus Genogroup II,43,1,41,0,43
2012,Minnesota,Food,Norovirus Genogroup II,14,0,14,0,14
2012,Ohio,Food,"Escherichia coli, Shiga toxin-producing",7,4,7,0,7
2012,Minnesota,Food,Norovirus Genogroup II,3,0,3,0,3
2012,Pennsylvania,Food,,61,0,61,0,61
2012,Pennsylvania,Food,Campylobacter jejuni,10,0,10,0,10
2011,Multistate,Food,Salmonella enterica,166,0,166,0,166
2012,Utah,Food,Campylobacter jejuni,12,0,7,0,9
2012,New York,Food,Norovirus Genogroup II,2,0,2,0,2
2012,New York,Food,,7,0,7,0,7
2012,New York,Food,,5,0,5,0,5
2012,New York,Food,,7,0,7,0,7
2012,Louisiana,Food,Norovirus Genogroup II,12,0,12,0,12
2012,Louisiana,Food,Salmonella enterica,7,5,7,0,7
2012,Illinois,Food,,26,0,26,0,26
2012,Illinois,Food,Norovirus Genogroup II,10,0,10,0,10
2012,Tennessee,Food,Norovirus Genogroup II,5,0,5,0,5
2012,Illinois,Food,Norovirus Genogroup II,4,0,4,0,4
2012,Illinois,Food,,7,0,7,0,7
2012,Minnesota,Food,Norovirus Genogroup II,23,0,22,0,22
2012,Illinois,Food,,21,0,21,0,21
2012,Minnesota,Food,Norovirus,19,0,19,0,19
2012,Illinois,Food,Salmonella enterica,4,4,4,0,4
2012,Texas,Food,,7,0,0,0,0
2012,Texas,Food,Norovirus Genogroup II,143,9,,0,
2012,Arizona,Food,Norovirus Genogroup I,14,0,14,0,14
2012,Wyoming,Food,Norovirus Genogroup II,282,1,282,0,282
2012,Michigan,Food,,71,0,20,0,20
2012,Michigan,Food,Norovirus Genogroup II,14,0,14,0,14
2012,Connecticut,Food,Norovirus,4,0,4,0,4
2012,South Carolina,Food,Scombroid toxin,3,0,3,0,3
2012,Ohio,Food,Norovirus unknown,4,0,4,0,4
2012,Idaho,Food,Norovirus Genogroup II,28,2,28,0,28
2012,Texas,Food,,3,0,3,0,3
2012,California,Food,Norovirus Genogroup II,9,0,9,0,9
2012,Texas,Food,,3,0,3,0,3
2013,Alabama,Food,Norovirus Genogroup II,36,0,36,0,36
2012,Texas,Food,Salmonella enterica,7,1,7,0,7
2012,Kansas,Food,,7,1,7,0,7
2013,Ohio,Food,Staphylococcus unknown,33,0,28,0,28
2013,Ohio,Food,Norovirus Genogroup II,5,0,0,0,0
2012,Georgia,Food,Norovirus Genogroup II,31,0,31,0,31
2012,Michigan,Food,,5,0,5,0,5
2012,California,Food,,2,0,2,0,2
2012,California,Food,Norovirus unknown,17,0,17,0,17
2012,Michigan,Food,"Escherichia coli, Shiga toxin-producing",3,0,3,0,3
2012,Florida,Food,Norovirus unknown,6,0,6,0,6
2013,Minnesota,Food,Norovirus,3,0,3,0,3
2012,California,Food,Norovirus unknown,6,0,5,0,5
2013,New York,Food,,3,0,3,0,3
2012,Florida,Food,,3,0,1,0,1
2012,Florida,Food,,4,1,4,0,4
2012,Florida,Food,,2,0,2,0,2
2012,Puerto Rico,Food,Ciguatoxin,2,0,2,0,2
2012,New Jersey,Food,Mycotoxins,3,3,3,0,3
2012,New Jersey,Food,Mycotoxins,3,2,3,0,3
2012,New Jersey,Food,Scombroid toxin,2,0,2,0,2
2012,Arizona,Food,Other - Chemical/Toxin,5,0,2,0,2
2012,Florida,Food,,2,0,2,0,2
2012,Florida,Food,,3,0,3,0,3
2013,Georgia,Food,Norovirus Genogroup II,10,0,10,0,10
2012,Arizona,Food,Other,5,0,3,0,3
2012,Arizona,Food,,3,0,3,0,3
2012,California,Food,Norovirus unknown,7,0,7,0,7
2012,California,Food,,7,0,7,0,7
2011,Multistate,Food,Vibrio cholerae,12,0,12,0,12
2013,Georgia,Food,Norovirus Genogroup II,8,0,6,0,8
2012,New Jersey,Food,Mycotoxins,3,3,3,0,3
2012,New Jersey,Food,Mycotoxins,2,0,2,0,2
2012,New Jersey,Food,Norovirus Genogroup II,7,0,7,0,7
2013,Illinois,Food,Norovirus Genogroup II,10,0,10,0,10
2012,Florida,Food,,4,0,4,0,4
2012,Arizona,Food,,21,1,2,0,2
2013,Oregon,Food,Norovirus Genogroup II,22,0,22,0,22
2013,New York,Food,Norovirus Genogroup II,14,0,14,0,14
2012,Kentucky,Food,,12,0,10,0,10
2013,Ohio,Food,,50,0,0,0,0
2013,Arizona,Food,Norovirus Genogroup I,4,0,3,0,3
2013,Ohio,Food,Norovirus Genogroup II,10,0,10,0,10
2013,Minnesota,Food,Norovirus,12,0,12,0,12
2013,Rhode Island,Food,Norovirus unknown,3,0,3,0,3
2013,Tennessee,Food,Norovirus Genogroup II,6,0,6,0,6
2013,Illinois,Food,,22,1,22,0,22
2012,Tennessee,Food,,3,3,3,0,3
2012,Massachusetts,Food,Campylobacter jejuni,3,3,3,0,3
2012,New Jersey,Food,Norovirus Genogroup II,7,0,7,0,7
2012,New Jersey,Food,Norovirus Genogroup II,28,0,0,0,28
2011,Puerto Rico,Food,,24,0,10,0,10
2012,New Jersey,Food,Norovirus,9,0,9,0,9
2012,New Jersey,Food,,5,0,5,0,5
2012,New Jersey,Food,Norovirus,25,2,25,0,25
2012,New Jersey,Food,,14,0,14,0,14
2012,New Jersey,Food,Salmonella enterica,3,0,3,0,3
2012,New Jersey,Food,Norovirus,62,1,62,0,62
2013,New York,Food,,5,0,5,0,5
2013,Michigan,Food,,8,0,8,0,8
2012,California,Food,,4,0,4,0,4
2012,California,Food,Norovirus unknown,25,0,13,0,13
2012,California,Food,Norovirus unknown,18,0,17,0,17
2012,New Jersey,Food,Norovirus,10,0,10,0,10
2013,Florida,Food,,4,1,1,0,
2012,California,Food,,2,0,2,0,2
2013,Ohio,Food,Norovirus Genogroup II,4,0,4,0,4
2013,Iowa,Food,Staphylococcus aureus,15,0,15,0,15
2012,Iowa,Food,Salmonella enterica,2,0,2,0,2
2013,Tennessee,Food,Norovirus Genogroup II,2,0,2,0,2
2012,Kansas,Food,Norovirus Genogroup II,5,1,5,0,5
2012,Oklahoma,Food,,8,2,8,0,8
2012,New Mexico,Food,Salmonella enterica,17,2,17,0,17
2012,California,Food,Campylobacter jejuni,33,2,33,0,33
2013,Florida,Food,Norovirus unknown,6,0,6,0,6
