IDNum,Number,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY,equalX,equalY,spiralSevX,spiralSevY,theta0,theta1,equalXold,equalX1,equalYold,equalY1,sunflrx1,sunflry1,sunflrxOLD,sunflryOLD,words,Recognitions,Enrollments,Engagements,status,gender,yearsteaching,equalX0,equalY0,sunflrx,sunflry
331,264,1,0.18686,-0.13428,265,-4,0,0.2214238,0.0021967,0.0198205,0.1407854,3.2929251,-0.1391764,-0.0212242,-2.1391764,-0.8891764,-1.8212242,16.73951196,12.68024997,46.73951196,-47.31975003,14.99999974,176.4,-22.79063239,26.7360157,19.50864104,13.60828661,-22.79063239,-40.49135896,-22.79063239,-40.49135896,my belief that every student is capable of being successful in the study of science,3,25,8,0,0,7,-4.4488136,-1.099116792,-21.4488136,-21.09911679
37,217,1,0.08427,-0.03095,218,0,3.5,0.2214238,0.0021967,0.0199099,0.1411023,3.2998689,-0.1393386,-0.02224,-2.1393386,-0.8893386,-1.82224,14.94855306,16.14127509,44.94855306,-43.85872491,15.49999974,177.87,-30.33205566,-11.21051401,6.40049996,28.90197875,-30.33205566,-53.59950004,-30.33205566,-53.59950004,create more opportunities for students to engage in unique and sometimes personalized science courses,1,19,3,0,1,6,-3.8240729,-2.715965052,-20.8240729,-22.71596505
432,293,1,0.09719,-0.07162,294,4.5,2,0.2214238,0.0021967,0.0208829,0.1445093,3.3743998,-0.1406108,-0.0333397,-2.1406108,-0.8906108,-1.8333397,12.55729082,19.2695212,42.55729082,-40.7304788,15.99999973,179.34,-30.64510588,-30.8473276,-9.212897769,-8.511308957,-30.64510588,-69.21289777,-30.64510588,-69.21289777,this can help me bridge the gap between science and math,1,45,6,0,1,26,-2.6535594,-3.994824481,-19.6535594,-23.99482448
280,269,1,0.28685,0.13323,270,-4,2.5,0.2214238,0.0021967,0.0214503,0.1464593,3.4169576,-0.1409416,-0.039822,-2.1409416,-0.8909416,-1.839822,9.645720884,21.97635249,39.64572088,-38.02364751,16.49999972,180.81,-23.17910951,5.531700866,-23.48890977,-32.5330645,-23.17910951,-83.48890977,-23.17910951,-83.48890977,the ongoing effort to improve science education,4,22,7,0,0,9,-1.1040175,-4.772959818,-18.1040175,-24.77295982
280,269,1,0.28685,0.13323,270,-4,2.5,0.2214238,0.0021967,0.0214503,0.1464593,3.4169576,-0.1409416,-0.039822,-2.1409416,-0.8909416,-1.839822,9.645720884,21.97635249,39.64572088,-38.02364751,16.49999972,180.81,-23.17910951,5.531700866,-23.48890977,-32.5330645,-23.17910951,-83.48890977,-23.17910951,-83.48890977,the ongoing effort to improve science education,4,1,7,0,0,9,0.6199218,-4.961420859,-16.3800782,-24.96142086
281,270,1,0.28685,0.13323,271,-4,3,0.2214238,0.0021967,0.0214503,0.1464593,3.4169576,-0.1409416,-0.039822,-2.1409416,-0.8909416,-1.839822,6.302575725,24.19250998,36.30257573,-35.80749002,16.99999971,182.28,-9.355562973,33.92228372,-32.68751201,2.297534971,-9.355562973,-92.68751201,-9.355562973,-92.68751201,play a major role in science and math education research,4,22,7,0,0,9,2.3045141,-4.548539844,-14.6954859,-24.54853984
281,270,1,0.28685,0.13323,271,-4,3,0.2214238,0.0021967,0.0214503,0.1464593,3.4169576,-0.1409416,-0.039822,-2.1409416,-0.8909416,-1.839822,6.302575725,24.19250998,36.30257573,-35.80749002,16.99999971,182.28,-9.355562973,33.92228372,-32.68751201,2.297534971,-9.355562973,-92.68751201,-9.355562973,-92.68751201,play a major role in science and math education research,4,1,7,0,0,9,3.7528667,-3.593882516,-13.2471333,-23.59388252
352,245,1,0.37722,0.0261,246,1.5,-4,0.2214238,0.0021967,0.0248438,0.1576192,3.6591377,-0.1369768,-0.0779818,-2.1369768,-0.8869768,-1.8779818,2.621397228,25.86751392,32.62139723,-34.13248608,17.4999997,183.75,7.680388519,1.160745343,-34.14691248,34.98074714,7.680388519,-94.14691248,7.680388519,-94.14691248,"students across the state suffer educational neglect, especially in math and science",2,14,6,0,0,11,4.8056295,-2.214932351,-12.1943705,-22.21493235
285,266,1,0.25276,0.15735,267,-4,1,0.2214238,0.0021967,0.0250545,0.1582862,3.6735369,-0.1364146,-0.0802843,-2.1364146,-0.8864146,-1.8802843,-1.302790525,26.96855089,28.69720947,-33.03144911,17.99999969,185.22,23.7713932,-35.67743614,-27.03554818,4.808383345,23.7713932,-87.03554818,23.7713932,-87.03554818,"love to see the application of mathematics in other fields such as engineering, history, science, architecture and art",2,18,2,0,1,13,5.3550061,-0.569130167,-11.6449939,-20.56913017
461,256,1,0.2411,-0.15594,257,-4,-4,0.2214238,0.0021967,0.0253944,0.1593561,3.6966186,-0.1354346,-0.0839751,-2.1354346,-0.8854346,-1.8839751,-5.376227273,27.47901345,24.62377273,-32.52098655,18.49999968,186.69,34.76241707,-8.606658235,-12.67179385,-35.98507238,34.76241707,-72.67179385,34.76241707,-72.67179385,science lends itself to this by virtue of just doing it,1,24,2,0,1,17,5.3516508,1.166118891,-11.6483492,-18.83388111
295,234,1,0.37825,0.07681,235,4,-1,0.2214238,0.0021967,0.0301616,0.173671,4.0034103,-0.11307,-0.131821,-2.11307,-0.86307,-1.931821,-9.508620463,27.39682713,20.49137954,-32.60317287,18.99999968,188.16,37.57077734,35.88059975,5.69532179,-12.51329539,37.57077734,-54.30467821,37.57077734,-54.30467821,leading the charge to recruit more quality math and science teachers to the community,11,46,9,0,0,16,4.8048187,2.813132918,-12.1951813,-17.18686708
175,294,1,0.04532,0.01165,295,4.5,1.5,0.2214238,0.0021967,0.0311019,0.1763574,4.060567,-0.1069847,-0.1402005,-2.1069847,-0.8569847,-1.9402005,-13.61485751,26.73267018,16.38514249,-33.26732982,19.49999967,189.63,31.03679168,16.48293326,23.6160446,35.34562082,31.03679168,-36.3839554,31.03679168,-36.3839554,every workshop I attend and bring back all materials and resources to my science team,2,21,1,0,0,15,3.7767373,4.21144334,-13.2232627,-15.78855666
1,284,1,0.14402,0.16618,285,2,4,0.2214238,0.0021967,0.0328819,0.1813336,4.1660997,-0.0942065,-0.154942,-2.0942065,-0.8442065,-1.954942,-17.61628233,25.50816726,12.38371767,-34.49183274,19.99999966,191.1,16.32329493,-34.36678109,36.51780446,20.46764172,16.32329493,-23.48219554,16.32329493,-23.48219554,able to revamp a review strategy that I borrowed from an Earth Science teacher,1,35,2,0,1,12,2.3725488,5.231731261,-14.6274512,-14.76826874
338,267,1,0.31182,0.16592,268,-4,1.5,0.2214238,0.0021967,0.0349768,0.1870209,4.2861671,-0.0773207,-0.1702889,-2.0773207,-0.8273207,-1.9702889,-21.44159309,23.75411724,8.558406907,-36.24588276,20.49999965,192.57,-3.262091966,-24.41748612,40.87002271,-32.93609527,-3.262091966,-19.12997729,-3.262091966,-19.12997729,the science of equality,2,23,5,0,1,10,0.7273580,5.785408403,-16.2726420,-14.2145916
368,247,1,0.29697,0.17373,248,0.5,-4,0.2214238,0.0021967,0.0351309,0.1874324,4.2948335,-0.0760089,-0.1713288,-2.0760089,-0.8260089,-1.9713288,-25.02741671,21.5087985,4.972583293,-38.4912015,20.99999964,194.04,-23.00461634,31.05121025,35.13954506,-28.28113049,-23.00461634,-24.86045494,-23.00461634,-24.86045494,enjoyed working alongside science teachers,2,21,4,0,1,7,-1.0080707,5.829562032,-18.0080707,-14.17043797
401,250,1,0.40514,-0.05487,251,-1,-4,0.2214238,0.0021967,0.0370082,0.1923753,4.3986835,-0.0593642,-0.1829867,-2.0593642,-0.8093642,-1.9829867,-28.318612,18.81638154,1.681387998,-41.18361846,21.49999963,195.51,-37.91703685,32.00647275,20.28049104,28.71560033,-37.91703685,-39.71950896,-37.91703685,-39.71950896,taking a dive into the world of computer science,1,25,3,0,0,11,-2.6815466,5.36743028,-19.6815466,-14.63256972
190,273,1,0.35474,-0.13691,274,-3.5,4,0.2214238,0.0021967,0.0371239,0.1926756,4.4049789,-0.0583019,-0.183643,-2.0583019,-0.8083019,-1.983643,-31.26834921,15.72546781,-1.268349209,-44.27453219,21.99999962,196.98,-43.99827651,-25.9386909,-0.389441097,35.54130435,-43.99827651,-60.3894411,-43.99827651,-60.3894411,my prior education by improving my understanding of computer science,1,1,1,0,1,10,-4.1524232,4.444927613,-21.1524232,-15.55507239
31,283,1,0.06466,0.11796,284,1.5,4,0.2214238,0.0021967,0.037976,0.1948744,4.4510274,-0.0503548,-0.1882563,-2.0503548,-0.8003548,-1.9882563,-33.83800852,12.28776543,-3.83800852,-47.71223457,22.49999962,198.45,-39.29871722,-38.83398639,-21.92283798,-22.73590775,-39.29871722,-81.92283798,-39.29871722,-81.92283798,look forward to taking programming and science courses as I know they will extend my learning beyond my comfort zone,4,30,7,0,1,7,-5.3023903,3.143987499,-22.3023903,-16.8560125
38,228,1,0.41632,-0.01046,229,4,2,0.2214238,0.0021967,0.0381447,0.1953067,4.4600706,-0.0487582,-0.1891226,-2.0487582,-0.7987582,-1.9891226,-35.99693542,8.556905986,-5.996935424,-51.44309401,22.99999961,199.92,-24.51033421,19.1286501,-38.92612898,-41.83413374,-24.51033421,-98.92612898,-24.51033421,-98.92612898,look forward to taking programming and science courses,1,31,4,0,0,7,-6.0434823,1.573633286,-23.0434823,-18.42636671
55,232,1,0.07859,-0.13588,233,4,0,0.2214238,0.0021967,0.0394667,0.1986622,4.5301522,-0.0360035,-0.1953725,-2.0360035,-0.7860035,-1.9953725,-37.72208566,4.58740158,-7.722085663,-55.41259842,23.4999996,201.39,-2.909567622,44.49329868,-46.90985415,15.1441861,-2.909567622,-106.9098541,-2.909567622,-106.9098541,students spent a week researching four different topics on genetic engineering,2,13,13,1,0,9,-6.3229998,-0.140263379,-23.3229998,-20.14026338
233,276,1,0.25778,-0.19946,277,-2,4,0.2214238,0.0021967,0.0419872,0.2049077,4.6600752,-0.0107146,-0.2046274,-2.0107146,-0.7607146,-2.0046274,-38.99758802,0.433738279,-8.997588017,-59.56626172,23.99999959,202.86,20.36057456,-10.81547101,-43.46776971,46.76564537,20.36057456,-103.4677697,20.36057456,-103.4677697,a method of how to scaffold reading a research paper over a period of time,2,1,2,0,1,15,-6.1253165,-1.865609187,-23.1253165,-21.86560919
33,218,1,0.03215,-0.08435,219,0.5,3.5,0.2214238,0.0021967,0.0433149,0.2081223,4.7266839,0.002975,-0.2081011,-1.997025,-0.747025,-2.0081011,-39.81424887,-3.850400871,-9.814248871,-63.85040087,24.49999958,204.33,39.51405309,-48.60860639,-28.97653548,-6.180888682,39.51405309,-88.97653548,39.51405309,-88.97653548,"modeling, cooperative learning, including student choice, self-initiated research and writing",1,20,2,0,0,7,-5.4707813,-3.474270044,-22.4707813,-23.47427004
433,286,1,0.08804,0.16284,287,3,4,0.2214238,0.0021967,0.0435975,0.2088002,4.7407073,0.0059121,-0.2087165,-1.9940879,-0.7440879,-2.0087165,-40.16901864,-8.212791345,-10.16901864,-68.21279134,24.99999957,205.8,49.56013777,1.283918354,-6.61760864,-49.98351282,49.56013777,-66.61760864,49.56013777,-66.61760864,students complete a five-page research paper on an African-American scientist,1,28,2,0,1,7,-4.4121051,-4.851116259,-21.4121051,-24.85111626
299,265,1,0.0133,0.02482,266,-4,0.5,0.2214238,0.0021967,0.0438273,0.2093498,4.7520713,0.0083053,-0.209185,-1.9916947,-0.7416947,-2.009185,-40.06443669,-12.60321042,-10.06443669,-72.60321042,25.49999957,207.27,47.59907868,50.8561894,18.31195535,-3.827270522,47.59907868,-41.68804465,47.59907868,-41.68804465,"the potential long-term policy effects of human experimentation, stem cell research, organ trafficking and genetic engineering",2,31,5,0,0,10,-3.0287532,-5.901411206,-20.0287532,-25.90141121
6,224,1,0.34496,0.17698,225,3.5,3.5,0.2214238,0.0021967,0.0458104,0.2140336,4.8487102,0.029087,-0.212048,-1.970913,-0.720913,-2.012048,-39.50806838,-16.97387797,-9.508068375,-76.97387797,25.99999956,208.74,33.63982235,9.100291598,39.65302451,51.19750671,33.63982235,-20.34697549,33.63982235,-20.34697549,my earlier years doing analysis of clinical research data,1,33,7,0,1,11,-1.4199341,-6.556202196,-18.4199341,-26.5562022
329,240,1,0.42071,-0.07856,241,4,-4,0.2214238,0.0021967,0.0462366,0.215027,4.8691582,0.0335717,-0.2123901,-1.9664283,-0.7164283,-2.0123901,-38.51194515,-21.27980452,-8.511945153,-81.27980452,26.49999955,210.21,10.71318484,-50.9838826,51.90595024,14.47907852,10.71318484,-8.094049758,10.71318484,-8.094049758,opportunities that will enrich my classroom with current research,3,39,9,0,1,8,0.3032007,-6.775549373,-16.6967993,-26.77554937
459,268,1,0.16785,0.21057,269,-4,2,0.2214238,0.0021967,0.0462896,0.2151502,4.8716917,0.0341292,-0.212426,-1.9658708,-0.7158708,-2.012426,-37.09201641,-25.47905648,-7.092016406,-85.47905648,26.99999954,211.68,-15.77547189,-19.90447984,51.6443074,-50.19772587,-15.77547189,-8.3556926,-15.77547189,-8.3556926,summer research program I have joined and expanded in conjunction with other teacher,1,22,9,0,1,8,2.0255523,-6.549590671,-14.9744477,-26.54959067
410,257,1,0.3691,0.15971,258,-4,-3.5,0.2214238,0.0021967,0.0466187,0.2159137,4.8873943,0.0375935,-0.2126157,-1.9624065,-0.7124065,-2.0126157,-35.26761977,-29.53294763,-5.26761977,-89.53294763,27.49999953,213.15,-39.31876524,48.82781535,38.45822019,-25.31490565,-39.31876524,-21.54177981,-39.31876524,-21.54177981,bring a college-level research experience to students and provide them with the opportunity to drive a research project,3,38,6,0,1,14,3.6357297,-5.897581646,-13.3642703,-25.89758165
7,225,1,0.43222,0.08101,226,4,3.5,0.2214238,0.0021967,0.0506466,0.2250479,5.0744994,0.0797229,-0.2104539,-1.9202771,-0.6702771,-2.0104539,-33.06097498,-33.4061661,-3.060974979,-93.4061661,27.99999952,214.62,-53.90592127,30.64701897,15.17074989,46.86960879,-53.90592127,-44.82925011,-53.90592127,-44.82925011,"as a participant in the summer research program, I attended the conference and presented my work",1,22,1,0,1,11,5.0329126,-4.865160912,-11.9670874,-24.86516091
296,235,1,0.41781,-0.11665,236,4,-1.5,0.2214238,0.0021967,0.0526921,0.2295475,5.1661559,0.1006232,-0.2063178,-1.8993768,-0.6493768,-2.0063178,-30.49670492,-37.06684488,-0.49670492,-97.06684488,28.49999951,216.09,-55.55478692,-44.32547622,-12.75404448,35.83646408,-55.55478692,-72.75404448,-55.55478692,-72.75404448,engage in the work of scientists in the area of brain research,2,31,8,0,1,11,6.1325667,-3.520174088,-10.8674333,-23.52017409
379,278,1,0.42825,0.10243,279,-1,4,0.2214238,0.0021967,0.0528238,0.2298343,5.1719856,0.1019514,-0.2059847,-1.8980486,-0.6480486,-2.0059847,-27.60138642,-40.4865838,2.398613583,-100.4865838,28.99999951,217.56,-43.38735576,-40.81862365,-38.49074382,-41.20485364,-43.38735576,-98.49074382,-43.38735576,-98.49074382,"acquired through professional development and personal research, there is always more out there",1,30,6,1,0,9,6.8707698,-1.947440004,-10.1292302,-21.94744
334,291,1,0.40925,0.13607,292,4.5,3,0.2214238,0.0021967,0.0532007,0.2306529,5.1886204,0.1057389,-0.2049879,-1.8942611,-0.6442611,-2.0049879,-24.40313229,-43.64043004,5.59686771,-103.64043,29.4999995,219.03,-19.96086139,37.52431359,-55.52084305,-45.52939588,-19.96086139,-115.520843,-19.96086139,-115.520843,seeking out new research and findings in education and science,1,16,2,0,1,9,7.2070116,-0.242864657,-9.7929884,-20.24286466
308,238,1,0.45627,-0.03261,239,4,-3,0.2214238,0.0021967,0.0563642,0.2374115,5.3255432,0.1366185,-0.1941639,-1.8633816,-0.6133816,-1.9941639,-20.93120547,-46.50682356,9.068794531,-106.5068236,29.99999949,220.5,9.255056656,49.90598255,-59.28190218,33.30755029,9.255056656,-119.2819022,9.255056656,-119.2819022,continue to grow as a teacher I not only need to keep abreast of the education research,4,37,6,0,0,10,7.1254373,1.492696685,-9.8745627,-18.50730332
32,289,1,0.06617,-0.19052,290,4.5,4,0.2214238,0.0021967,0.0612435,0.2474742,5.5280209,0.1802005,-0.1696209,-1.8197995,-0.5697995,-1.9696209,-17.21566531,-49.06751337,12.78433469,-109.0675134,30.49999948,221.97,37.15238937,-28.58527783,-48.38078094,53.88767847,37.15238937,-108.3807809,37.15238937,-108.3807809,my growth as a science teacher involves an engagement with science outside the classroom,1,20,1,0,1,7,6.6345942,3.1594556,-10.3654058,-16.8405444
351,244,1,0.45855,-0.07007,245,2,-4,0.2214238,0.0021967,0.0614513,0.2478937,5.5364279,0.181928,-0.168385,-1.818072,-0.568072,-1.968385,-13.28704572,-51.30744991,16.71295428,-111.3074499,30.99999947,223.44,56.71401294,-57.41665306,-25.050364,-23.39504116,56.71401294,-85.050364,56.71401294,-85.050364,improve rigor in the classroom activities through the use of scientifically research-based tasks,2,27,5,0,0,10,5.7658226,4.664256588,-11.2341774,-15.33574341
303,237,1,0.28412,-0.23929,238,4,-2.5,0.2214238,0.0021967,0.0622466,0.2494927,5.5684414,0.1884322,-0.1635235,-1.8115678,-0.5615678,-1.9635235,-9.17606442,-53.21465815,20.82393558,-113.2146581,31.49999946,224.91,62.77748102,17.78094045,5.290356976,-60.43871406,62.77748102,-54.70964302,62.77748102,-54.70964302,"reflect with new research studies, and continue to hone and improve my full potential",6,16,5,0,0,13,4.5704890,5.92542236,-12.4295110,-14.07457764
302,236,1,0.47689,-0.05197,237,4,-2,0.2214238,0.0021967,0.068197,0.2611456,5.800512,0.2313116,-0.1212104,-1.7686884,-0.5186884,-1.9212104,-4.913362125,-54.78009559,25.08663787,-114.7800956,31.99999945,226.38,53.39031434,62.90404415,35.29127846,11.79327054,53.39031434,-24.70872154,53.39031434,-24.70872154,strive to excite students through creativity and inquiry while upholding the rigors of a traditional high school science curriculum,3,30,5,0,0,9,3.1163060,6.876673384,-13.8836940,-13.12332662
139,275,1,0.38959,0.2115,276,-2.5,4,0.2214238,0.0021967,0.0720878,0.2684916,5.9457124,0.2533472,-0.0888985,-1.7466528,-0.4966528,-1.8888985,-0.52927057,-55.99749881,29.47072943,-115.9974988,32.49999945,227.85,30.40260147,-5.48807842,57.45156068,64.76790096,30.40260147,-2.548439324,30.40260147,-2.548439324,the school-wide focus and out of our collaborative inquiry work last year,2,25,4,0,1,19,1.4830067,7.469986011,-15.5169933,-12.53001399
417,259,1,0.36664,0.23044,260,-4,-2.5,0.2214238,0.0021967,0.0731828,0.2705231,5.9857181,0.2586423,-0.0792902,-1.7413577,-0.4913577,-1.8792902,3.946392241,-56.86322175,33.94639224,-116.8632218,32.99999944,229.32,-0.876228167,-65.99127142,65.99418326,1.073357675,-0.876228167,5.99418326,-0.876228167,5.99418326,the conclusions of our inquiry informed our focus,3,38,5,0,0,8,-0.2423490,7.677321602,-17.2423490,-12.3226784
59,277,1,-0.04954,-0.06829,278,-1.5,4,0.2214238,0.0021967,0.0783898,0.2799817,6.1711447,0.2782262,-0.0313037,-1.7217738,-0.4717738,-1.8313037,8.484501012,-57.37606855,38.48450101,-117.3760686,33.49999943,230.79,-32.89929315,-7.825122646,58.36639881,-66.5414717,-32.89929315,-1.633601188,-32.89929315,-1.633601188,curriculum which fits well with the project inquiry based philosophy,3,32,5,0,1,12,-1.9701675,7.49122419,-18.9701675,-12.50877581
448,253,1,0.50264,0.00798,254,-2.5,-4,0.2214238,0.0021967,0.079116,0.2812757,6.1964046,0.2802172,-0.0243787,-1.7197828,-0.4697828,-1.8243787,13.05677802,-57.53712321,43.05677802,-117.5371232,33.99999942,232.26,-57.70275782,66.39268477,35.97765612,-14.69732661,-57.70275782,-24.02234388,-57.70275782,-24.02234388,introduced to process oriented guided inquiry learning,4,32,3,0,0,9,-3.6129629,6.924341034,-20.6129629,-13.07565897
345,290,1,-0.06503,-0.02078,291,4.5,3.5,0.2214238,0.0021967,0.0825837,0.2873738,6.3151086,0.2872274,0.0091724,-1.7127726,-0.4627726,-1.7908276,17.63592548,-57.34957831,47.63592548,-117.3495783,34.49999941,233.73,-68.88588736,21.61682808,3.966676529,65.52642783,-68.88588736,-56.03332347,-68.88588736,-56.03332347,their level of scientific inquiry also became more sophisticated,2,45,8,0,1,11,-5.0896267,6.007969673,-22.0896267,-13.99203033
328,239,1,0.42583,0.20796,240,4,-3.5,0.2214238,0.0021967,0.0841204,0.2900352,6.3667383,0.2890234,0.0242051,-1.7109766,-0.4609766,-1.7757949,22.19573707,-56.81856436,52.19573707,-116.8185644,34.9999994,235.2,-63.25847225,-63.93194289,-29.9727491,28.50801077,-63.25847225,-89.9727491,-63.25847225,-89.9727491,the final step was representing inquiry,2,28,5,0,1,9,-6.3291447,4.78977325,-23.3291447,-15.21022675
452,263,1,0.47731,-0.13915,264,-4,-0.5,0.2214238,0.0021967,0.0854566,0.2923296,6.411163,0.289939,0.0373096,-1.710061,-0.460061,-1.7626904,26.71119027,-55.95098135,56.71119027,-115.9509814,35.49999939,236.67,-41.73261455,-35.29360576,-57.44030713,-61.60650447,-41.73261455,-117.4403071,-41.73261455,-117.4403071,constant inquiry and desire to learn and do better for them is what helps me to consistently improve as a teacher,2,24,5,0,0,8,-7.2736199,3.330833801,-24.2736199,-16.6691662
28,288,1,-0.0479,-0.11508,289,4,4,0.2214238,0.0021967,0.0862891,0.2937501,6.4386267,0.2902085,0.0454773,-1.7097915,-0.4597915,-1.7545227,31.158521,-54.75533371,61.158521,-114.7553337,35.99999939,238.14,-9.213429505,58.5556392,-71.40807179,-41.8955501,-9.213429505,-131.4080718,-9.213429505,-131.4080718,guided and lead a group of teachers to design our Inquiry team goals,1,6,1,1,1,4,-7.8805084,1.70222997,-24.8805084,-18.29777003
445,252,1,0.49605,-0.11444,253,-2,-4,0.2214238,0.0021967,0.0890237,0.2983683,6.5277085,0.2894927,0.0722331,-1.7105073,-0.4605073,-1.7277669,35.5152822,-53.24156957,65.5152822,-113.2415696,36.49999938,239.61,26.51249247,48.23587245,-68.01534932,54.79325331,26.51249247,-128.0153493,26.51249247,-128.0153493,sought out educational events and attended Educator's Night twice at the National History Museum,5,21,3,1,1,6,-8.1240170,-0.018668172,-25.1240170,-20.01866817
327,298,1,0.52093,-0.02656,299,4.5,-0.5,0.2214238,0.0021967,0.0905309,0.3008835,6.576092,0.2880685,0.086876,-1.7119315,-0.4619315,-1.713124,39.76038779,-51.42092534,69.76038779,-111.4209253,36.99999937,241.08,56.64060979,-50.34166465,-47.62185762,54.23759582,56.64060979,-107.6218576,56.64060979,-107.6218576,"incorporate new research findings, technologies and science events into my teaching praxis",1,1,2,1,1,6,-7.9956555,-1.751997031,-24.9956555,-21.75199703
236,274,1,0.18506,-0.30044,275,-3,4,0.2214238,0.0021967,0.0929113,0.3048135,6.6515033,0.284371,0.1097471,-1.715629,-0.465629,-1.6902529,43.87414331,-49.30577602,73.87414331,-109.305776,37.49999936,242.55,73.51818857,-59.82564697,-14.834957,-45.23153728,73.51818857,-74.834957,73.51818857,-74.834957,willing to help plan and co-facilitate future events,2,1,6,0,0,8,-7.5039770,-3.419112276,-24.5039770,-23.41911228
370,249,1,0.38146,0.26873,250,-0.5,-4,0.2214238,0.0021967,0.0966516,0.3108884,6.7676269,0.2751161,0.1447852,-1.7248839,-0.4748839,-1.6552148,47.83826471,-46.90949189,77.83826471,-106.9094919,37.99999935,244.02,72.58561155,39.50171766,22.52396493,-64.92776218,72.58561155,-37.47603507,72.58561155,-37.47603507,"through its variety of substantive classes, events, and forums",1,29,1,0,1,15,-6.6735697,-4.94605581,-23.6735697,-24.94605581
57,281,1,0.45387,0.22675,282,0.5,4,0.2214238,0.0021967,0.1044554,0.3231957,7.001244,0.2433936,0.2126382,-1.7566064,-0.5066064,-1.5873618,51.63588647,-44.24630187,81.63588647,-104.2463019,38.49999934,245.49,53.59737317,69.47537853,55.28400844,33.19897255,53.59737317,-4.715991556,53.59737317,-4.715991556,hold numerous events for my students through the year,1,4,2,0,1,11,-5.5433938,-6.266640625,-22.5433938,-26.26664062
9,222,1,0.49501,-0.18916,223,2.5,3.5,0.2214238,0.0021967,0.1114668,0.3338664,7.202045,0.2025658,0.2653938,-1.7974342,-0.5474342,-1.5346062,55.25156016,-41.33116378,85.25156016,-101.3311638,38.99999933,246.96,20.79819874,-26.37763001,75.17602629,73.4045001,20.79819874,15.17602629,20.79819874,15.17602629,chat with students about various events in their lives,2,31,2,0,1,11,-4.1645796,-7.32504447,-21.1645796,-27.32504447
341,285,1,0.38998,0.29473,286,2.5,4,0.2214238,0.0021967,0.1139869,0.3376195,7.2722889,0.1855014,0.2820925,-1.8144986,-0.5644986,-1.5179075,58.67124467,-38.17964181,88.67124467,-98.17964181,39.49999933,248.43,-18.017236,-76.65652871,76.91800314,-19.09912581,-18.017236,16.91800314,-18.017236,16.91800314,add science current events to our classroom discussion to challenge and help shift their perspectives,1,34,6,0,0,9,-2.5978121,-8.077832168,-19.5978121,-28.07783217
348,243,1,0.4225,0.28518,244,2.5,-4,0.2214238,0.0021967,0.1205112,0.3471472,7.4497298,0.1365438,0.3191661,-1.8634562,-0.6134562,-1.4808339,61.88228898,-34.80779094,91.88228898,-94.80779094,39.99999932,249.9,-53.35500426,11.43145915,59.60908924,-79.17904863,-53.35500426,-0.390910756,-53.35500426,-0.390910756,"by sharing best practices, advising newer teachers, and leading discussions of current events",3,49,6,0,1,13,-0.9104406,-8.495357434,-17.9104406,-28.49535743
418,251,1,0.5741,-0.0187,252,-1.5,-4,0.2214238,0.0021967,0.1248172,0.3532947,7.563554,0.1011702,0.3384993,-1.8988298,-0.6488298,-1.4615007,64.8734085,-31.23204876,94.8734085,-91.23204876,40.49999931,251.37,-76.34406008,80.92655571,27.06629807,3.448562067,-76.34406008,-32.93370193,-76.34406008,-32.93370193,students will benefit from my participation and collaboration at these events,1,23,2,0,1,13,0.8265498,-8.562523894,-16.1734502,-28.56252389
323,260,1,-0.13054,-0.04034,261,-4,-2,0.2214238,0.0021967,0.1256879,0.3545249,7.5862688,0.0937812,0.3418962,-1.9062188,-0.6562188,-1.4581038,67.6346558,-27.46913422,97.6346558,-87.46913422,40.9999993,252.84,-80.96182985,4.770411396,-13.00700222,81.86112127,-80.96182985,-73.00700222,-80.96182985,-73.00700222,a different way of thinking that nicely complemented and countered the physical science,1,23,6,0,1,8,2.5415735,-8.278913212,-14.4584265,-28.27891321
356,292,1,0.37365,0.37044,293,4.5,2.5,0.2214238,0.0021967,0.158776,0.398467,8.3844162,-0.2015877,0.3437126,-2.2015877,-0.9515877,-1.4562874,70.15738662,-23.53595342,100.1573866,-83.53595342,41.49999929,254.31,-65.60522585,-81.95298203,-50.84244625,13.1418696,-65.60522585,-110.8424463,-65.60522585,-110.8424463,very beneficial for my students since they not only get to design physical computing projects,2,22,2,0,1,10,4.1653620,-7.658313108,-12.8346380,-27.65831311
36,299,1,0.04266,-0.35667,300,4.5,-1,0.2214238,0.0021967,0.1607418,0.4009262,8.428339,-0.2178213,0.3365942,-2.2178213,-0.9678213,-1.4634058,72.43422168,-19.44951231,102.4342217,-79.44951231,41.99999928,255.78,-33.59882162,-21.57863348,-76.98778595,-81.18104814,-33.59882162,-136.987786,-33.59882162,-136.987786,very beneficial for my students since they not only get to design physical computing projects,2,34,8,0,1,7,5.6336540,-6.727699644,-11.3663460,-26.72769964
61,287,1,-0.15886,-0.12916,288,3.5,4,0.2214238,0.0021967,0.1618704,0.4023311,8.4533989,-0.2269797,0.3321905,-2.2269797,-0.9769797,-1.4678095,74.45900527,-15.226836,104.4590053,-75.226836,42.49999928,257.25,7.512553059,79.53332186,-84.66735821,-29.99084385,7.512553059,-144.6673582,7.512553059,-144.6673582,"my students naturally developed tables of values, diagrams, and work",2,27,6,0,1,15,6.8895670,-5.525745853,-10.1104330,-25.52574585
